name,wins,looses,draws,ko_rate,stance,age,height,reach,country
manuel ortiz,100,28,3,41.2%,Orthodox,106,5.35 ft (1.63 m),64.57 inches (164 cm),United States
Alexis Azariel Ortiz,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Jamaine Ortiz,14,0,0,57.1%,Orthodox,26,Unknown,Unknown,United States
Arturo Ortiz,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
pedro ortega,31,14,1,43.5%,Orthodox,49,5.84 ft (1.78 m),74.02 inches (188 cm),Mexico
victor ortiz,30,6,3,59%,Southpaw,35,5.74 ft (1.75 m),70.08 inches (178 cm),United States
martin ortegon,17,2,0,57.9%,Orthodox,53,Unknown,Unknown,United States
yober ortega,35,6,3,54.5%,Southpaw,57,5.58 ft (1.70 m),Unknown,"Venezuela, Bolivarian Republic of"
antonio orozco,28,2,0,54.8%,Orthodox,34,5.58 ft (1.70 m),70.08 inches (178 cm),Mexico
carlos ortiz,61,7,2,42.9%,Orthodox,85,5.58 ft (1.70 m),70.08 inches (178 cm),Puerto Rico
Ever Ortega,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
peter orlik,10,10,1,4.8%,Orthodox,28,5.84 ft (1.78 m),Unknown,Hungary
thomas oosthuizen,28,3,2,48.5%,Orthodox,34,6.33 ft (1.93 m),77.95 inches (198 cm),South Africa
chris organtini,10,2,0,50%,Orthodox,Unknown,Unknown,Unknown,United States
shohei omori,21,3,0,64%,Southpaw,29,5.68 ft (1.73 m),Unknown,Japan
bobo olson,97,16,2,40%,Orthodox,94,5.87 ft (1.79 m),70.08 inches (178 cm),United States
Kazeem Tosin Oliwo,0,0,0,0%,Orthodox,29,Unknown,Unknown,Nigeria
Tunde Olojede,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Nigeria
Adrian Nicolas Olivera,0,2,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Francisco Ariri Oliveira Neto,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Brazil
Ricardo Oliveira Cruz,1,0,0,100%,Orthodox,23,Unknown,Unknown,Brazil
Bruno Oliva,3,1,0,25%,Orthodox,Unknown,Unknown,Unknown,Argentina
ruben olivares,89,13,3,75.2%,Orthodox,75,5.45 ft (1.66 m),66.93 inches (170 cm),Mexico
Carlos Patricio Olcese,1,0,0,100%,Orthodox,Unknown,Unknown,Unknown,Argentina
Jubril Olalekan,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Nigeria
Michal Olas,0,0,0,0%,Orthodox,33,Unknown,Unknown,Poland
michael olajide,27,5,0,59.4%,Orthodox,58,6.07 ft (1.85 m),77.17 inches (196 cm),Canada
Rilwan Oladosu,0,0,0,0%,Orthodox,30,Unknown,Unknown,Nigeria
lawrence okolie,14,0,0,68.8%,Orthodox,29,6.43 ft (1.96 m),Unknown,United Kingdom
Francisco Gabriel Olguin,4,0,0,100%,Orthodox,Unknown,Unknown,Unknown,Argentina
Ryukyu Oho,0,0,0,0%,Orthodox,26,Unknown,Unknown,Japan
anthony ogogo,7,0,0,57.1%,Orthodox,33,5.97 ft (1.82 m),Unknown,United Kingdom
yukinori oguni,21,2,1,33.3%,Orthodox,34,5.68 ft (1.73 m),Unknown,Japan
Lara Ochmann,4,0,0,50%,Orthodox,22,Unknown,Unknown,Germany
takenori ohashi,16,5,2,47.8%,Orthodox,33,5.54 ft (1.69 m),Unknown,Japan
Matias Gaston Obregon,1,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
kenichi ogawa,24,1,1,64.3%,Orthodox,34,5.68 ft (1.73 m),Unknown,Japan
dennis oakes,5,1,0,50%,Orthodox,56,5.51 ft (1.68 m),Unknown,United Kingdom
Tugstsogt Nyambayar,11,1,0,75%,Orthodox,30,Unknown,Unknown,Mongolia
Joana Nwamerue,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Bulgaria
Prince Nwoye,0,0,0,0%,Orthodox,37,Unknown,Unknown,Nigeria
Lucas Ezequiel Fernando Nuno,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
michael nunn,58,4,0,59.7%,Southpaw,59,6.07 ft (1.85 m),77.17 inches (196 cm),United States
keita obara,22,3,1,76.9%,Orthodox,35,5.87 ft (1.79 m),Unknown,Japan
Sony Nzau,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Congo, the Democratic Republic of the"
Romina Nunez Melgar,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Peru
milton nunez,29,14,1,57.8%,Orthodox,34,5.74 ft (1.75 m),Unknown,Colombia
Siphiwe Ntombela,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,South Africa
Dominika Novotna,0,0,0,0%,Orthodox,33,Unknown,Unknown,Czech Republic
Hana Novakova,0,0,0,0%,Orthodox,26,Unknown,Unknown,Czech Republic
Abraham Nova,2,0,0,100%,Orthodox,28,Unknown,Unknown,Puerto Rico
joe noynay,15,2,2,26.3%,Southpaw,26,5.68 ft (1.73 m),Unknown,Philippines
freddie norwood,43,4,1,47.9%,Southpaw,52,5.54 ft (1.69 m),Unknown,United States
Miguel Angel Nunez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Baltazar Noria,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
terry norris,47,9,0,55.4%,Orthodox,55,5.81 ft (1.77 m),68.50 inches (174 cm),United States
Hurshidbek Normatov,9,0,0,33.3%,Southpaw,30,6.17 ft (1.88 m),75.20 inches (191 cm),Uzbekistan
Jamshid Nooristani,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Germany
Antonio Alejandro Noguera,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
ayanda nkosi,10,1,0,54.5%,Unknown,Unknown,Unknown,Unknown,South Africa
yuki nonaka,32,10,3,22.2%,Southpaw,44,5.97 ft (1.82 m),Unknown,Japan
William Lee Northan III,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Takumi Nishizawa,0,0,0,0%,Orthodox,35,Unknown,Unknown,Japan
brian nix,18,12,0,10%,Orthodox,52,6.27 ft (1.91 m),77.17 inches (196 cm),United States
rudy nix,19,5,2,64.3%,Orthodox,59,Unknown,Unknown,United States
Ryo Nishijima,0,0,0,0%,Orthodox,29,Unknown,Unknown,Japan
Ana Nikolic,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Serbia
Ryosei Niguma,0,0,0,0%,Orthodox,28,Unknown,Unknown,Japan
Jose Nieves,0,3,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
rob nieuwenhuizen,4,2,0,66.7%,Orthodox,60,Unknown,Unknown,Netherlands
Ezequiel Nieva,1,1,0,0%,Orthodox,28,Unknown,Unknown,Argentina
antonio nieves,8,2,1,36.4%,Unknown,Unknown,Unknown,Unknown,United States
Dario Ruben Nieva,1,2,0,33.3%,Orthodox,Unknown,Unknown,Unknown,Argentina
patrick nielsen,30,3,0,42.4%,Southpaw,31,6.00 ft (1.83 m),72.83 inches (185 cm),Denmark
Lewis Nkhata,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Malawi
Dylan Nicholson,0,0,0,0%,Orthodox,29,Unknown,Unknown,United States
Kikala Ngiyo,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,"Congo, the Democratic Republic of the"
Tresor Ngundi,1,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Congo, the Democratic Republic of the"
dino newville,4,10,0,28.6%,Orthodox,61,Unknown,Unknown,United States
doudou ngumbu,38,10,0,29.2%,Orthodox,40,5.91 ft (1.80 m),Unknown,France
yves ngabu,20,1,0,66.7%,Unknown,33,Unknown,Unknown,Belgium
mike nevitt,16,1,0,35.3%,Orthodox,51,Unknown,Unknown,United States
demond nicholson,23,3,1,74.1%,Unknown,29,6.00 ft (1.83 m),Unknown,United States
Phannarai Netisri,5,0,0,40%,Orthodox,22,Unknown,Unknown,Thailand
luis nery,30,0,0,75%,Southpaw,Unknown,Unknown,Unknown,Mexico
azumah nelson,39,6,2,59.6%,Orthodox,64,5.41 ft (1.65 m),68.11 inches (173 cm),Ghana
tony nelson,16,4,0,50%,Orthodox,62,5.91 ft (1.80 m),Unknown,United States
Steven Nelson,0,0,0,0%,Orthodox,34,Unknown,Unknown,United States
johnny nelson,45,12,2,49.2%,Southpaw,55,6.20 ft (1.89 m),81.10 inches (206 cm),United Kingdom
Aziz Nazarov,0,0,0,0%,Orthodox,26,Unknown,Unknown,Tajikistan
oscar negrete,19,2,2,29.2%,Orthodox,35,Unknown,Unknown,United States
Aliana Neibauere,0,2,0,0%,Orthodox,24,Unknown,Unknown,Latvia
emmanuel navarrete,31,1,0,79.4%,Unknown,27,5.58 ft (1.70 m),Unknown,Mexico
Esteban Navaja,0,3,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Rigoberto Nava,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
octavio narvaez,7,13,1,19%,Orthodox,41,5.58 ft (1.70 m),Unknown,Nicaragua
omar andres narvaez,49,4,2,45.5%,Southpaw,46,5.25 ft (1.60 m),Unknown,Argentina
Jose Angel Napoles,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
jeremia nakathila,17,1,0,72.2%,Unknown,Unknown,Unknown,Unknown,Namibia
jose napoles,81,7,0,61.4%,Orthodox,82,5.61 ft (1.71 m),72.05 inches (183 cm),Cuba
masayoshi nakatani,17,1,0,61.1%,Orthodox,33,5.97 ft (1.82 m),70.87 inches (180 cm),Japan
daishi nagata,12,2,1,31.3%,Southpaw,32,Unknown,Unknown,Japan
rikki naito,19,2,0,28.6%,Southpaw,31,5.68 ft (1.73 m),Unknown,Japan
Nkapema Mutshi,1,1,0,50%,Orthodox,Unknown,Unknown,Unknown,"Congo, the Democratic Republic of the"
Hassan Mwakinyo,16,2,0,61.1%,Orthodox,27,Unknown,Unknown,"Tanzania, United Republic of"
Dmytro Mytrofanov,1,0,0,100%,Orthodox,32,Unknown,Unknown,Ukraine
Tope Musa,0,0,0,0%,Orthodox,25,Unknown,Unknown,Nigeria
bakhram murtazaliev,17,0,0,72.2%,Orthodox,29,6.04 ft (1.84 m),Unknown,Russian Federation
jim murray,24,14,2,46.3%,Orthodox,57,6.36 ft (1.94 m),Unknown,South Africa
sean murphy,22,5,0,51.9%,Orthodox,57,5.51 ft (1.68 m),Unknown,United Kingdom
Paige Murney,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United Kingdom
bob murphy,65,11,2,71.8%,Southpaw,100,5.91 ft (1.80 m),Unknown,United States
ryota murata,16,2,0,72.2%,Orthodox,36,5.97 ft (1.82 m),Unknown,Japan
Ivan Murashkin,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Belarus
Ruben Nestor Neri Munoz,7,0,0,71.4%,Orthodox,Unknown,Unknown,Unknown,Argentina
Walter Alberto Munoz Garcia,0,0,0,0%,Orthodox,34,Unknown,Unknown,Chile
elvir muriqi,40,7,0,51.1%,Orthodox,43,5.87 ft (1.79 m),72.44 inches (184 cm),United States
Jessica Munos,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Juan F Muniz Lopez,0,0,0,0%,Orthodox,35,Unknown,Unknown,United States
Jaime Munguia,35,0,0,80%,Orthodox,Unknown,6.00 ft (1.83 m),Unknown,Mexico
Emanuel Munez,3,1,0,25%,Orthodox,Unknown,Unknown,Unknown,Argentina
anthony mundine,48,10,0,48.3%,Orthodox,47,5.91 ft (1.80 m),70.08 inches (178 cm),Australia
Renzo Prescott Mujica Ramirez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Bolivia, Plurinational State of"
wali muhammad,12,5,0,47.1%,Orthodox,63,6.27 ft (1.91 m),Unknown,United States
Cisse Muhindo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Congo, the Democratic Republic of the"
eddie mustafa muhammad,51,8,1,66.7%,Orthodox,70,6.00 ft (1.83 m),72.83 inches (185 cm),United States
jelena mrdjenovich,37,10,2,38.8%,Orthodox,40,5.58 ft (1.70 m),Unknown,Canada
matthew saad muhammad,49,16,3,51.5%,Orthodox,68,5.91 ft (1.80 m),75.20 inches (191 cm),United States
Tresor Mpaka,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Congo, the Democratic Republic of the"
Nsilulu Mpaka,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Congo, the Democratic Republic of the"
Helio Florentino Moura Junior,0,0,0,0%,Orthodox,26,Unknown,Unknown,Brazil
denny moyer,97,38,4,17.9%,Orthodox,83,5.71 ft (1.74 m),72.05 inches (183 cm),United States
Hegly Noel Mosqueda,0,0,0,0%,Orthodox,26,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
manuel mosqueda,4,7,0,9.1%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Leonardo Mosqueda,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
leonard morrow,29,8,1,47.4%,Orthodox,96,Unknown,Unknown,United States
shane mosley,49,10,1,67.2%,Orthodox,50,5.71 ft (1.74 m),70.87 inches (180 cm),United States
Osvary David Morrell,1,0,0,100%,Orthodox,24,Unknown,Unknown,Cuba
Kristina Morozova,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Russian Federation
Darwin Morillo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
lc morgan,80,46,3,45%,Orthodox,87,5.68 ft (1.73 m),Unknown,United States
David Moreno Potrero,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Andres Moreno,0,0,0,0%,Orthodox,0,Unknown,Unknown,Unknown
Esteban Moreno,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Ecuador
Marisol Moreno,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Carlos Eduardo Moreno,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Enzo Morel,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Rhys Moran,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Ireland
antonio moran,22,4,1,55.6%,Unknown,Unknown,Unknown,Unknown,Mexico
Maria Guadalupe Morales Carpio,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
erik morales,52,9,0,59%,Orthodox,45,5.68 ft (1.73 m),72.05 inches (183 cm),Mexico
roberto moran,50,4,2,25%,Orthodox,55,Unknown,Unknown,Argentina
Luis E Morales,0,0,0,0%,Orthodox,23,Unknown,Unknown,United States
Celestino Morales,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
davey moore,59,7,1,44.1%,Orthodox,88,5.22 ft (1.59 m),64.96 inches (165 cm),United States
Junior Jose Montoya,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
chayaphon moonsri,53,0,0,32.7%,Orthodox,36,Unknown,Unknown,Thailand
Nicolas Agustin Monteyano,0,0,0,0%,Orthodox,29,Unknown,Unknown,Argentina
carlos monzon,87,3,9,58%,Orthodox,80,5.94 ft (1.81 m),75.98 inches (193 cm),Argentina
Leonardo Montero,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Guillermo Montero,1,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
bob montgomery,75,19,3,38.1%,Orthodox,103,5.61 ft (1.71 m),70.87 inches (180 cm),United States
Keine Daniel Montenegro,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Nicolas Montero,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
pedro montanez,91,8,4,48.5%,Orthodox,108,5.41 ft (1.65 m),68.11 inches (173 cm),Puerto Rico
Luz Alicia Mondaca,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Carlos Monroe Jr,1,0,0,0%,Orthodox,28,Unknown,Unknown,United States
willie monroe jr,24,3,0,22.2%,Southpaw,35,5.84 ft (1.78 m),74.02 inches (188 cm),United States
andrew moloney,19,1,0,65%,Unknown,31,5.41 ft (1.65 m),Unknown,Australia
jason moloney,21,2,0,75%,Unknown,31,Unknown,Unknown,Australia
Pablo Emilio Molina,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Moises Molina,0,0,0,0%,Orthodox,32,Unknown,Unknown,Guatemala
eric molina,27,6,0,57.6%,Orthodox,40,6.33 ft (1.93 m),77.95 inches (198 cm),United States
carlos molina,28,10,2,19.5%,Orthodox,39,5.74 ft (1.75 m),70.08 inches (178 cm),Mexico
john molina,30,9,0,61.5%,Orthodox,39,5.87 ft (1.79 m),70.87 inches (180 cm),United States
john john molina,52,7,0,55.9%,Orthodox,57,5.58 ft (1.70 m),66.93 inches (170 cm),Puerto Rico
javier molina,21,3,0,37.5%,Orthodox,32,5.74 ft (1.75 m),Unknown,United States
nadjib mohammedi,41,6,0,51.1%,Orthodox,37,5.94 ft (1.81 m),70.47 inches (179 cm),France
Varazdat Mkrtchyan,0,0,0,0%,Orthodox,27,Unknown,Unknown,Russian Federation
Siphesihle Mntungwa,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,South Africa
arv mittoo,10,85,5,4%,Orthodox,51,5.61 ft (1.71 m),Unknown,United Kingdom
Quantae Antuan Mitchell,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
sylvester mittee,28,5,0,66.7%,Orthodox,65,5.58 ft (1.70 m),Unknown,Saint Lucia
irving mitchell,35,11,2,43.8%,Southpaw,62,5.74 ft (1.75 m),Unknown,United States
tiberio mitri,88,7,6,21.8%,Orthodox,96,5.64 ft (1.72 m),Unknown,Italy
jayde mitchell,17,2,0,52.6%,Orthodox,Unknown,Unknown,Unknown,Australia
Camila Gisella Mistrovich,1,0,0,0%,Orthodox,24,Unknown,Unknown,Argentina
billy miske,74,13,17,32.4%,Orthodox,128,6.04 ft (1.84 m),75.98 inches (193 cm),United States
Jennifer Miranda,0,0,0,0%,Orthodox,36,Unknown,Unknown,Spain
edison miranda,36,10,0,67.4%,Orthodox,41,5.84 ft (1.78 m),77.56 inches (197 cm),Colombia
Sabina Mishchenko,1,5,0,0%,Orthodox,25,Unknown,Unknown,Ukraine
Baldo Mira,0,0,0,0%,Orthodox,24,Unknown,Unknown,Spain
Cristian Ruben Mino,24,4,2,60%,Orthodox,25,Unknown,Unknown,Unknown
Rodrigo Manuel Mino,0,1,0,0%,Orthodox,36,Unknown,Unknown,Argentina
Jerrod Miner,0,0,0,0%,Orthodox,25,Unknown,Unknown,United States
mohamed mimoune,22,4,0,11.5%,Unknown,34,Unknown,Unknown,France
mauro mina,52,3,3,43.1%,Orthodox,88,5.97 ft (1.82 m),74.02 inches (188 cm),Peru
luigi minchillo,55,5,0,51.7%,Orthodox,67,5.68 ft (1.73 m),Unknown,Italy
Diego Miluzzi,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Jovana Milovanovic,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Serbia
mick mills,33,15,0,47.9%,Orthodox,66,5.68 ft (1.73 m),Unknown,United Kingdom
freddie mills,76,18,6,54%,Unknown,103,5.87 ft (1.79 m),72.05 inches (183 cm),United Kingdom
jarrell miller,23,0,1,83.3%,Orthodox,34,6.33 ft (1.93 m),Unknown,United States
Johanny Antonio Millan,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Diane Miller,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
eddie miller,76,17,2,32%,Unknown,105,5.41 ft (1.65 m),Unknown,Australia
freddie miller,211,31,10,17.8%,Southpaw,111,5.41 ft (1.65 m),Unknown,United States
dale miles,14,3,0,58.8%,Southpaw,37,5.91 ft (1.80 m),Unknown,United Kingdom
Petar Milas,0,0,0,0%,Orthodox,26,Unknown,Unknown,Croatia
Wala Milanzie,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Malawi
Abelardo Millan,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Puerto Rico
Milan Milak,0,0,0,0%,Orthodox,34,Unknown,Unknown,Serbia
igor mikhalkin,23,2,0,40%,Orthodox,37,6.07 ft (1.85 m),Unknown,Russian Federation
ladislao mijangos,26,19,0,42.2%,Orthodox,65,Unknown,Unknown,Mexico
ladarius miller,6,0,0,16.7%,Unknown,29,Unknown,Unknown,United States
Vito Mielnicki Jr.,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Jovana Micovic,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Serbia
Sergio Gaston Michelucci,0,0,1,0%,Orthodox,29,Unknown,Unknown,Argentina
dariusz michalczewski,48,2,0,76%,Orthodox,54,6.07 ft (1.85 m),70.08 inches (178 cm),Poland
Carlos Manuel Meza,0,0,0,0%,Orthodox,29,Unknown,Unknown,Paraguay
Franco Ivan Meza,0,2,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
nkosana mgxaji,89,9,3,26.5%,Orthodox,72,Unknown,Unknown,South Africa
Jennifer Sabrina Meza,5,3,0,25%,Orthodox,30,Unknown,Unknown,Argentina
Carlos Arturo Meza,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
james metcalf,20,0,0,57.1%,Orthodox,34,5.74 ft (1.75 m),Unknown,United Kingdom
archie moore,185,23,10,59.8%,Orthodox,81,13 Dec 1916,5.91 ft (1.80 m),75.20 inches (191 cm)
Marie Helene Meron,5,1,1,28.6%,Orthodox,34,Unknown,Unknown,France
John Merchan,0,2,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
ryad merhy,29,1,0,80%,Orthodox,29,Unknown,Unknown,Belgium
aelio mesquita,19,5,0,70.8%,Orthodox,31,5.68 ft (1.73 m),70.08 inches (178 cm),Brazil
Francisco Javier Mercado Delgadillo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Bryan Javier Mercado,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Ecuador
Bryan Mercado,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Fernando Menoncello,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Brazil
Enderson Enrique Meneses,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
yvan mendy,43,5,1,42%,Orthodox,37,Unknown,Unknown,France
Daniel Mendoza,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Nicaragua
Fran Mendoza,0,0,0,0%,Orthodox,25,Unknown,Unknown,Colombia
Esmeralda Mendoza,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Ruben Dario Mendoza,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Emiliano Ezequiel Mendoza,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Henry Mendoza,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Jesus Javier Mendoza,1,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Sofía Daiana Mendez,1,2,0,0%,Unknown,Unknown,Unknown,Unknown,Argentina
Ricardo Mendes Muniz de Lima,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Brazil
argenis mendez,25,5,3,34.3%,Orthodox,36,5.74 ft (1.75 m),70.87 inches (180 cm),Dominican Republic
Yago Juan Cruz Mellado,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
malcolm melvin,27,10,2,10.3%,Orthodox,55,5.58 ft (1.70 m),Unknown,United Kingdom
Luis Anthony Melendez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Puerto Rico
Tamara Melkonyan,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Russian Federation
Maxwell Meireles dos Santos,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Brazil
Maria Melashchenko,0,1,0,0%,Orthodox,29,Unknown,Unknown,Ukraine
Matías Alejandro Medina,0,0,0,0%,Orthodox,21,Unknown,Unknown,Argentina
Jaba Memishishi,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Georgia
Bektemir Melikuziev,1,0,0,50%,Orthodox,26,Unknown,Unknown,Uzbekistan
Jose Abraham Medina,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Ksenija Medic,0,16,1,0%,Orthodox,24,Unknown,Unknown,Serbia
marlon mcmillan,1,5,0,16.7%,Orthodox,Unknown,Unknown,Unknown,Canada
Nkululeko Mdletshe,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,South Africa
kali meehan,42,6,0,66.7%,Orthodox,52,6.43 ft (1.96 m),81.10 inches (206 cm),Australia
jimmy mclarnin,55,11,3,30.4%,Orthodox,114,5.51 ft (1.68 m),66.93 inches (170 cm),Canada
michael mckinson,18,0,0,11.1%,Southpaw,28,5.74 ft (1.75 m),Unknown,United Kingdom
Demsey McKean,0,0,0,0%,Orthodox,31,Unknown,Unknown,Australia
tyrone mckenna,21,1,1,29.2%,Southpaw,32,6.07 ft (1.85 m),Unknown,United States
vernon mcintosh,15,22,1,34.2%,Orthodox,73,5.97 ft (1.82 m),Unknown,United States
thabiso mchunu,23,5,0,48.3%,Southpaw,34,5.91 ft (1.80 m),72.44 inches (184 cm),South Africa
Brighton Mcheni,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Malawi
derrick mcguire,14,18,1,21.2%,Orthodox,57,Unknown,Unknown,United States
Lee McGregor,0,0,0,0%,Orthodox,25,Unknown,Unknown,United Kingdom
george mcgurk,33,27,3,15.9%,Orthodox,72,Unknown,Unknown,United Kingdom
graham mcgrath,21,86,5,1.8%,Orthodox,60,5.35 ft (1.63 m),Unknown,United Kingdom
james mcgirt,73,6,1,60%,Orthodox,58,5.54 ft (1.69 m),70.08 inches (178 cm),United States
gavin mcdonnell,22,2,2,23.1%,Orthodox,36,Unknown,Unknown,United Kingdom
packey mcfarland,106,1,6,44.2%,Orthodox,133,5.58 ft (1.70 m),68.90 inches (175 cm),United States
jamie mcdonnell,30,3,1,37.1%,Orthodox,36,5.68 ft (1.73 m),Unknown,United Kingdom
shaun mccrory,9,9,2,10%,Orthodox,53,6.17 ft (1.88 m),Unknown,United Kingdom
stan mcdermott,13,6,1,55%,Orthodox,69,Unknown,Unknown,United Kingdom
al mccoy,46,27,7,26.3%,Orthodox,Unknown,Unknown,Unknown,United States
Sean McComb,2,0,0,50%,Orthodox,30,Unknown,Unknown,United Kingdom
ralph mccoy,19,4,0,60.9%,Orthodox,Unknown,Unknown,Unknown,United States
al mccoy,116,31,20,27.5%,Orthodox,109,5.91 ft (1.80 m),74.02 inches (188 cm),United States
frank mccord,20,33,3,19.6%,Orthodox,64,5.58 ft (1.70 m),Unknown,United Kingdom
tommy mccarthy,4,2,0,50%,Orthodox,31,6.07 ft (1.85 m),Unknown,United Kingdom
jameel mccline,41,13,3,42.1%,Orthodox,52,6.50 ft (1.98 m),81.89 inches (208 cm),United States
mike mccallum,49,5,1,65.5%,Orthodox,65,5.97 ft (1.82 m),74.41 inches (189 cm),Jamaica
brian mccaffrey,19,4,4,63%,Unknown,84,Unknown,Unknown,United Kingdom
kevin mcbride,35,10,1,63%,Orthodox,49,6.50 ft (1.98 m),79.92 inches (203 cm),Ireland
pat mcateer,49,6,2,42.1%,Orthodox,90,Unknown,Unknown,United Kingdom
jock mcavoy,132,14,1,59.9%,Orthodox,113,Unknown,Unknown,United Kingdom
Hassan Mboyo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Congo, the Democratic Republic of the"
Christian Mbilli,13,0,0,92.3%,Orthodox,27,Unknown,Unknown,France
