Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Berlin,1936,100m,Freestyle,0,Women,NED,Willemyntje (Willy) Den Ouden,01:07.6,4
Berlin,1936,100m,Freestyle,0,Women,NED,Catharina (Tini) Willemina Wagner,01:08.1,4
Berlin,1936,100m,Freestyle,0,Women,USA,Mary Olive Mckean,01:08.4,4
Berlin,1936,100m,Freestyle,0,Women,USA,Katherine Louise Rawls,01:08.7,4
Berlin,1936,100m,Freestyle,0,Women,BEL,Jeanne De Rademaecker-Eyckmans,Did not start,0
Berlin,1936,1500m,Freestyle,0,Men,JPN,Noboru Terada,19:13.7,1
Berlin,1936,1500m,Freestyle,0,Men,USA,Jack C. Medica,19:34.0,2
Berlin,1936,1500m,Freestyle,0,Men,JPN,Shunpei Uto,19:34.5,3
Berlin,1936,1500m,Freestyle,0,Men,JPN,Sunao Ishiharada,19:48.5,4
Berlin,1936,1500m,Freestyle,0,Men,USA,Ralph Drew Flanagan,19:54.8,4
Berlin,1936,1500m,Freestyle,0,Men,GBR,Robert Hanford Joachim Leivers,19:57.4,4
Berlin,1936,1500m,Freestyle,0,Men,GER,Heinz Arendt,19:59.0,4
Berlin,1936,1500m,Freestyle,0,Men,AUT,Kurt Patuzzi,Did not start,0
Berlin,1936,200m,Breaststroke,0,Men,JPN,Tetsuo Hamuro,02:41.5,1
Berlin,1936,200m,Breaststroke,0,Men,GER,Erwin Sietas,02:42.9,2
Berlin,1936,200m,Breaststroke,0,Men,JPN,Reizo Koike,02:44.2,3
Berlin,1936,200m,Breaststroke,0,Men,USA,John Herbert Higgins,02:45.2,4
Berlin,1936,200m,Breaststroke,0,Men,JPN,Saburo Ito,02:47.6,4
Berlin,1936,200m,Breaststroke,0,Men,GER,Joachim (Jochen) Balke,02:47.8,4
Berlin,1936,200m,Breaststroke,0,Men,PHI,Teofilo Yldefonso,02:51.1,4
Berlin,1936,200m,Breaststroke,0,Men,BER,Leonard Spence,Disqualified,0
Berlin,1936,200m,Breaststroke,0,Women,JPN,Hideko Maehata,03:03.6,1
Berlin,1936,200m,Breaststroke,0,Women,GER,Martha Genenger,03:04.2,2
Berlin,1936,200m,Breaststroke,0,Women,DEN,Inge Sörensen,03:07.8,3
Berlin,1936,200m,Breaststroke,0,Women,GER,Hanni Hölzner,03:09.5,4
Berlin,1936,200m,Breaststroke,0,Women,NED,Johanna Maria Elizabeth Waalberg,03:09.5,4
Berlin,1936,200m,Breaststroke,0,Women,GBR,Doris Storey,03:09.7,4
Berlin,1936,200m,Breaststroke,0,Women,NED,Jeanette Hermine Kastein,03:12.8,4
Berlin,1936,200m,Breaststroke,0,Women,AUT,Elfriede Freudenreich,Did not start,0
Berlin,1936,400m,Freestyle,0,Men,USA,Jack C. Medica,04:44.5,1
Berlin,1936,400m,Freestyle,0,Men,JPN,Shunpei Uto,04:45.6,2
Berlin,1936,400m,Freestyle,0,Men,JPN,Shozo Makino,04:48.1,3
Berlin,1936,400m,Freestyle,0,Men,USA,Ralph Drew Flanagan,04:52.7,4
Berlin,1936,400m,Freestyle,0,Men,JPN,Hiroshi Negami,04:53.6,4
Berlin,1936,400m,Freestyle,0,Men,FRA,Jean Taris,04:53.8,4
Berlin,1936,400m,Freestyle,0,Men,GBR,Robert Hanford Joachim Leivers,05:00.9,4
Berlin,1936,400m,Freestyle,0,Men,AUT,Günther Zobernig,Did not start,0
Berlin,1936,400m,Freestyle,0,Women,NED,Hendrika Mastenbroek,05:26.4,1
Berlin,1936,400m,Freestyle,0,Women,DEN,Ragnild Tove Hveger,05:27.5,2
Berlin,1936,400m,Freestyle,0,Women,USA,Lenore Kight-Wingard,05:29.0,3
Berlin,1936,400m,Freestyle,0,Women,USA,Mary Lou Petty,05:32.2,4
Berlin,1936,400m,Freestyle,0,Women,BRA,Piedade De Azevedo Coutinho,05:35.2,4
Berlin,1936,400m,Freestyle,0,Women,JPN,Kazue Kojima,05:43.1,4
Berlin,1936,400m,Freestyle,0,Women,DEN,Grethe Ortved Frederiksen,05:45.0,4
Berlin,1936,400m,Freestyle,0,Women,NED,Catharina (Tini) Willemina Wagner,05:46.0,4
Berlin,1936,4x100,Freestyle,1,Women,NLD,"Johanna Katarina Selbach, Willemyntje (Willy) Den Ouden, Catharina (Tini) Willemina Wagner, Hendrika Mastenbroek, Anna Petronella Timmermans",04:36.0,1
Berlin,1936,4x100,Freestyle,1,Women,GER,"Maria Magdalene Lohmar -Henze, Ursula Pollack, Ruth Halbsguth, Gisela Arendt-Jacobs, Ingeborg Schmitz",04:36.8,2
Berlin,1936,4x100,Freestyle,1,Women,USA,"Mary Olive Mckean, Elizabeth Ryan, Dorothy June Schiller, Bernice Ruth Lapp, Mavis Anne Freeman, Katherine Louise Rawls",04:40.2,3
Berlin,1936,4x100,Freestyle,1,Women,CAN,"Phyllis Dewar, Margaret Anne Stone, Mary Christine Mcconkey, Moel Gertrude Oxenbury-Morrow, Irene Pirie-Milton",04:48.0,4
Berlin,1936,4x100,Freestyle,1,Women,HUN,"Agnes Biro, Boriska Sothy, Ilona Acs, Vera Harsanyi, Magda Lenkei",04:48.0,4
Berlin,1936,4x100,Freestyle,1,Women,GBR,"Zilpha Grant, Audrey Morris Mavis Hancock, Margery Hinton, Edna Tildesley Hughes, Olive L. Wadham, Margaret K. Jeffrey",04:51.0,4
Berlin,1936,4x100,Freestyle,1,Women,DEN,"Grethe Ortved Frederiksen, Eva Johanne Riise, Ragnild Tove Hveger, Tove Brunnstrom Madsen, Elvi Johanne Svendsen",04:51.4,4
Berlin,1936,4x200,Freestyle,1,Men,JPN,"Shigeo Arai, Shigeo Sugiura, Masanori Yusa, Masaharu Taguchi",08:51.5,1
Berlin,1936,4x200,Freestyle,1,Men,USA,"John Joseph Macionis, Ralph Gilman, Charles George Jr. Hutter, Jack C. Medica, Ralph Drew Flanagan",09:03.0,2
Berlin,1936,4x200,Freestyle,1,Men,HUN,"Istvan Angyel, Ödön Grof, Oszkar Abay-Nemes, Arpad Lengyel, Ferenc Csik",09:12.3,3
Berlin,1936,4x200,Freestyle,1,Men,FRA,"Christian Talli, Jean Taris, Alfred Nakache, Rene Cavalero, Marco Diener, Claude Desusclade",09:18.2,4
Berlin,1936,4x200,Freestyle,1,Men,GER,"Helmuth Fischer, Werner Plath, Wolfgang Heimlich, Heiko Schwartz, Hermann Heibel",09:19.0,4
Berlin,1936,4x200,Freestyle,1,Men,GBR,"Robert Hanford Joachim Leivers, Mostyn Yanto Ffrench-Williams, Norman Wainwright, William Pearson, George Frederick Dove",09:21.5,4
Berlin,1936,4x200,Freestyle,1,Men,CAN,"Frederick Munroe Bourne, George Larson, Robert Percy Hooper, Robert Charles Pirie",09:27.5,4
Berlin,1936,4x200,Freestyle,1,Men,SWE,"Ake Julin, Björn Borg, Gunnar Werner, Sten-Olof Bollden",09:37.5,4
Angeles,1932,100m,Backstroke,0,Men,JPN,Masaji Kiyokawa,01:08.6,1
Angeles,1932,100m,Backstroke,0,Men,JPN,Toshio Iriye,01:09.8,2
Angeles,1932,100m,Backstroke,0,Men,JPN,Kentaro Kawatsu,01:10.0,3
Angeles,1932,100m,Backstroke,0,Men,USA,Robert Daniel Zehr,01:10.9,4
Angeles,1932,100m,Backstroke,0,Men,GER,Ernst Kuppers,01:11.3,4
Angeles,1932,100m,Backstroke,0,Men,USA,Robert William Kerber,01:12.8,4
Angeles,1932,100m,Backstroke,0,Men,FRA,Marcel Noual,Disqualified,0
Angeles,1932,100m,Backstroke,0,Men,ARG,Roberto Guillermo Peper,Did not start,0
Angeles,1932,100m,Backstroke,0,Women,USA,Eleanor Holm,01:19.4,1
Angeles,1932,100m,Backstroke,0,Women,AUS,Bonnie Mealing,01:21.3,2
Angeles,1932,100m,Backstroke,0,Women,GBR,Elizabeth Valerie Davies,01:22.5,3
Angeles,1932,100m,Backstroke,0,Women,GBR,Phyllis Harding,01:22.6,4
Angeles,1932,100m,Backstroke,0,Women,USA,Joan Mcsheehy,01:23.2,4
Angeles,1932,100m,Backstroke,0,Women,GBR,Margaret Joyce Cooper,01:23.4,4
Angeles,1932,100m,Backstroke,0,Women,BRA,Maria Emma Lenk-Zigler,Disqualified,0
Angeles,1932,100m,Backstroke,0,Women,NED,Willemyntje (Willy) Den Ouden,Did not start,0
Angeles,1932,100m,Freestyle,0,Men,JPN,Yasuji Mioyazaki,58.2,1
Angeles,1932,100m,Freestyle,0,Men,JPN,Tatsugo Kawaishi,58.6,2
Angeles,1932,100m,Freestyle,0,Men,USA,Albert Schwartz,58.8,3
Angeles,1932,100m,Freestyle,0,Men,USA,Manuella Kalili,59.2,4
Angeles,1932,100m,Freestyle,0,Men,JPN,Zenjiro Takahashi,59.2,4
Angeles,1932,100m,Freestyle,0,Men,USA,Raymond Webb Jr. Thompson,59.5,4
Angeles,1932,100m,Freestyle,0,Men,ARG,Alberto Zorrilla,Did not start,0
Angeles,1932,100m,Freestyle,0,Men,BRA,Antônio Luiz Dos Santos,Did not start,0
Angeles,1932,100m,Freestyle,0,Women,USA,Helene Madison,01:06.8,1
Angeles,1932,100m,Freestyle,0,Women,NED,Willemyntje (Willy) Den Ouden,01:07.8,2
Angeles,1932,100m,Freestyle,0,Women,USA,Eleanor Saville,01:08.2,3
Angeles,1932,100m,Freestyle,0,Women,USA,Josephine Mckim,01:09.3,4
Angeles,1932,100m,Freestyle,0,Women,AUS,Neville Frances Bult,01:09.9,4
Angeles,1932,100m,Freestyle,0,Women,RSA,Jenny Maakal,01:10.8,4
Angeles,1932,1500m,Freestyle,0,Men,JPN,Kusuo Kitamura,19:12.4,1
Angeles,1932,1500m,Freestyle,0,Men,JPN,Shozo Makino,19:14.1,2
Angeles,1932,1500m,Freestyle,0,Men,USA,James Crapo Jr. Cristy,19:39.5,3
Angeles,1932,1500m,Freestyle,0,Men,AUS,Noel Philip Ryan,19:45.1,4
Angeles,1932,1500m,Freestyle,0,Men,USA,Buster Crabbe,20:02.7,4
Angeles,1932,1500m,Freestyle,0,Men,FRA,Jean Taris,20:09.7,4
Angeles,1932,200m,Breaststroke,0,Men,JPN,Yoshiyuki Tsuruta,02:45.4,1
Angeles,1932,200m,Breaststroke,0,Men,JPN,Reizo Koike,02:46.6,2
Angeles,1932,200m,Breaststroke,0,Men,PHI,Teofilo Yldefonso,02:47.1,3
Angeles,1932,200m,Breaststroke,0,Men,GER,Erwin Sietas,02:48.0,4
Angeles,1932,200m,Breaststroke,0,Men,PHI,Jikirum Adjaluddin,02:49.2,4
Angeles,1932,200m,Breaststroke,0,Men,JPN,Shigeo Nakagawa,02:52.8,4
Angeles,1932,200m,Breaststroke,0,Women,AUS,Clare Dennis,03:06.3,1
Angeles,1932,200m,Breaststroke,0,Women,JPN,Hideko Maehata,03:06.4,2
Angeles,1932,200m,Breaststroke,0,Women,DEN,Else Agnes Ella Jacobsen,03:07.1,3
Angeles,1932,200m,Breaststroke,0,Women,GBR,Margery Hinton,03:11.7,4
Angeles,1932,200m,Breaststroke,0,Women,USA,Margaret Hoffman,03:11.8,4
Angeles,1932,200m,Breaststroke,0,Women,USA,Anne B. Govednik,03:16.0,4
Angeles,1932,200m,Breaststroke,0,Women,USA,Jane Cadwell,03:18.2,4
Angeles,1932,200m,Breaststroke,0,Women,RSA,Jenny Maakal,Did not start,0
Angeles,1932,400m,Freestyle,0,Men,USA,Buster Crabbe,04:48.4,1
Angeles,1932,400m,Freestyle,0,Men,FRA,Jean Taris,04:48.5,2
Angeles,1932,400m,Freestyle,0,Men,JPN,Tsutomi Oyokota,04:52.3,3
Angeles,1932,400m,Freestyle,0,Men,JPN,Takashi Yokoyama,04:52.5,4
Angeles,1932,400m,Freestyle,0,Men,JPN,Noboru Sugimoto,04:56.1,4
Angeles,1932,400m,Freestyle,0,Men,AUS,Andrew Murray Charlton,04:58.6,4
Angeles,1932,400m,Freestyle,0,Men,ARG,Carlos Ramon Kennedy,Did not start,0
Angeles,1932,400m,Freestyle,0,Men,ARG,Alberto Zorrilla,Did not start,0
Angeles,1932,400m,Freestyle,0,Women,USA,Helene Madison,05:28.5,1
Angeles,1932,400m,Freestyle,0,Women,USA,Lenore Kight-Wingard,05:28.6,2
Angeles,1932,400m,Freestyle,0,Women,RSA,Jenny Maakal,05:47.3,3
Angeles,1932,400m,Freestyle,0,Women,GBR,Margaret Joyce Cooper,05:49.7,4
Angeles,1932,400m,Freestyle,0,Women,FRA,Yvonne Godard,05:54.4,4
Angeles,1932,400m,Freestyle,0,Women,USA,Norene Forbes,06:06.0,4
Angeles,1932,4x100,Freestyle,1,Women,USA,"Eleanor Saville, Helene Madison, Helen Eileen Johns, Josephine Mckim",04:38.0,1
Angeles,1932,4x100,Freestyle,1,Women,NLD,"Maria Vierdag, Willemyntje (Willy) Den Ouden, Maria Petronella Oversloot, Cornelia Ladde",04:47.5,2
Angeles,1932,4x100,Freestyle,1,Women,GBR,"Elizabeth Valerie Davies, Edna Tildesley Hughes, Helen Gradwell Varcoe, Margaret Joyce Cooper",04:52.4,3
Angeles,1932,4x100,Freestyle,1,Women,CAN,"Irene Pirie-Milton, Ruth Kerr",05:05.7,4
Angeles,1932,4x100,Freestyle,1,Women,JPN,"Misao Yokota, Yukie Arata, Kazue Kojima, Hatsuko Morioka",05:06.7,4
Angeles,1932,4x200,Freestyle,1,Men,JPN,"Yasuji Mioyazaki, Hisakichi Toyoda, Takashi Yokoyama, Masanori Yusa",08:58.4,1
Angeles,1932,4x200,Freestyle,1,Men,USA,"Francis Ewen Booth, George Fissler, Manuella Kalili, Maiola Kalili",09:10.5,2
Angeles,1932,4x200,Freestyle,1,Men,HUN,"Istvan Barany, Andras Wanie, László Szabados, Andras Szekely",09:31.4,3
Angeles,1932,4x200,Freestyle,1,Men,CAN,"George Larson, George Burrows, Frederick Munroe Bourne, Walter Spence",09:36.3,4
Angeles,1932,4x200,Freestyle,1,Men,GBR,"Reginald James Cushing Sutton, Robert Hanford Joachim Leivers, Joseph Whiteside, Mostyn Yanto Ffrench-Williams",09:45.8,4
Angeles,1932,4x200,Freestyle,1,Men,ARG,"Alfredo S. Rocca, Roberto Guillermo Peper, Carlos Ramon Kennedy, Leopoldo Tahier",10:13.1,4
Angeles,1932,4x200,Freestyle,1,Men,BRA,"Manoel Rocha Villar, Isaac Dos Santos Morais, Benevenuto Martins Nunes",10:36.5,4
Amsterdam,1928,100m,Backstroke,0,Men,USA,George Harold Kojac,01:08.2,1
Amsterdam,1928,100m,Backstroke,0,Men,USA,Walter Laufer,01:10.0,2
Amsterdam,1928,100m,Backstroke,0,Men,USA,Paul Wyatt,01:12.0,3
Amsterdam,1928,100m,Backstroke,0,Men,JPN,Toshio Iriye,01:13.6,4
Amsterdam,1928,100m,Backstroke,0,Men,GER,Ernst Kuppers,01:13.8,4
Amsterdam,1928,100m,Backstroke,0,Men,GBR,John Charles Preston Besford,01:15.4,4
Amsterdam,1928,100m,Backstroke,0,Men,ITA,Sante Omero,Did not start,0
Amsterdam,1928,100m,Backstroke,0,Men,BEL,Émile Thienpondt,Did not start,0
Amsterdam,1928,100m,Backstroke,0,Women,NED,Maria Johanna Philipsen-Braun,01:22.0,1
Amsterdam,1928,100m,Backstroke,0,Women,GBR,Ellen Elizabeth King,01:22.2,2
Amsterdam,1928,100m,Backstroke,0,Women,GBR,Margaret Joyce Cooper,01:22.8,3
Amsterdam,1928,100m,Backstroke,0,Women,USA,Marion Ulmer Gilman,01:24.2,4
Amsterdam,1928,100m,Backstroke,0,Women,USA,Eleanor Holm,01:24.4,4
Amsterdam,1928,100m,Backstroke,0,Women,USA,Lisa A. Lindstrom,01:24.4,4
